level,word,phonetic,pos,meaning,example,example_zh
CET6,diagnose,'daɪəɡnəʊz,v.,诊断；判断,The doctor diagnosed the illness early.,医生早期诊断了这种病。
CET6,dilemma,dɪ'lemə,n.,困境；进退两难,She faced a moral dilemma.,她面临道德困境。
CET6,dimension,daɪ'menʃn,n.,方面；尺寸；维度,We must consider the social dimension of the issue.,我们必须考虑这个问题的社会层面。
CET6,diminish,dɪ'mɪnɪʃ,v.,减少；降低；贬低,The pain gradually diminished.,疼痛逐渐减轻。
CET6,disclose,dɪs'kləʊz,v.,披露；泄露,The company refused to disclose its profits.,公司拒绝披露利润。
CET6,discount,'dɪskaʊnt,n./v.,折扣；打折；不重视,Students get a discount on tickets.,学生购票有折扣。
CET6,discrepancy,dɪs'krepənsi,n.,差异；不一致,There is a discrepancy between the two reports.,两份报告有出入。
CET6,dispose,dɪ'spəʊz,v.,处理；处置；使倾向于,Please dispose of the waste properly.,请妥善处理垃圾。
CET6,distort,dɪ'stɔːt,v.,歪曲；扭曲,The report distorted the facts.,报道歪曲了事实。
CET6,distract,dɪ'strækt,v.,分散注意力；使分心,Noise distracts me from study.,噪音让我无法专心学习。
CET6,divert,daɪ'vɜːt,v.,转移；使转向；使娱乐,They diverted the river to water the fields.,他们引河水灌溉农田。
CET6,doctrine,'dɒktrɪn,n.,学说；主义；信条,The doctrine changed the way people think.,这一学说改变了人们的思维方式。
CET6,dominate,'dɒmɪneɪt,v.,支配；统治；占主导,One company dominates the market.,一家公司主导着市场。
CET6,drastic,'dræstɪk,adj.,激烈的；急剧的；严厉的,The government took drastic measures.,政府采取了严厉措施。
CET6,drawback,'drɔːbæk,n.,缺点；不利条件,The main drawback is the high cost.,主要缺点是成本高。
CET6,dubious,'djuːbiəs,adj.,怀疑的；可疑的,I am dubious about the plan.,我对这个计划存疑。
CET6,dynamic,daɪ'næmɪk,adj./n.,动态的；有活力的,The city has a dynamic economy.,这座城市经济充满活力。
CET6,elaborate,ɪ'læbərət,adj./v.,精心制作的；详尽说明,She gave an elaborate explanation.,她作了详尽解释。
CET6,elicit,ɪ'lɪsɪt,v.,引出；探出,The teacher elicited responses from students.,老师引出学生们的回答。
CET6,eligible,'elɪdʒəbl,adj.,有资格的；合格的,Only full-time students are eligible.,只有全日制学生才有资格。
CET6,eliminate,ɪ'lɪmɪneɪt,v.,消除；淘汰,The new system eliminates waste.,新系统消除了浪费。
CET6,embark,ɪm'bɑːk,v.,开始；着手；登船,She embarked on a new career.,她开始了新职业。
CET6,empirical,ɪm'pɪrɪkl,adj.,以实验为依据的；经验的,The theory needs empirical support.,该理论需要实证支持。
CET6,endorse,ɪn'dɔːs,v.,赞同；支持；背书,The mayor endorsed the new policy.,市长支持新政策。
CET6,enhance,ɪn'hɑːns,v.,提高；增强,Music can enhance learning.,音乐能促进学习。
CET6,enroll,ɪn'rəʊl,v.,注册；报名；招收,She enrolled in an English course.,她报名参加了英语课程。
CET6,entitle,ɪn'taɪtl,v.,使有权；给……命名,This ticket entitles you to a free drink.,凭此票可免费获得一杯饮料。
CET6,episode,'epɪsəʊd,n.,一集；一段经历；插曲,I watched the final episode last night.,我昨晚看了最后一集。
CET6,equilibrium,ˌiːkwɪ'lɪbriəm,n.,平衡；均衡,The market reached a new equilibrium.,市场达到新的均衡。
CET6,equivalent,ɪ'kwɪvələnt,adj./n.,相等的；等价物,One dollar is equivalent to about seven yuan.,一美元约等于七元人民币。
CET6,erode,ɪ'rəʊd,v.,侵蚀；腐蚀；削弱,Wind and water erode the rocks.,风和水侵蚀岩石。
CET6,escalate,'eskəleɪt,v.,升级；加剧,The conflict escalated into war.,冲突升级为战争。
CET6,establish,ɪ'stæblɪʃ,v.,建立；确立；证实,The university was established in 1905.,这所大学成立于 1905 年。
CET6,estate,ɪ'steɪt,n.,房地产；庄园；遗产,He works in the real estate business.,他从事房地产业。
CET6,ethnic,'eθnɪk,adj.,民族的；种族的,The city is home to many ethnic groups.,这座城市生活着许多民族。
CET6,evoke,ɪ'vəʊk,v.,唤起；引起,The song evoked childhood memories.,这首歌唤起童年回忆。
CET6,exaggerate,ɪɡ'zædʒəreɪt,v.,夸大；夸张,Don't exaggerate the difficulties.,不要夸大困难。
CET6,exclude,ɪk'skluːd,v.,排除；不包括,The price excludes delivery.,价格不含运费。
CET6,exclusive,ɪk'skluːsɪv,adj.,独家的；专用的；排他的,The hotel offers exclusive services.,这家酒店提供专属服务。
CET6,execute,'eksɪkjuːt,v.,执行；实施；处决,The plan was executed perfectly.,计划执行得很完美。
CET6,exert,ɪɡ'zɜːt,v.,施加；运用,He exerted great pressure on the team.,他给团队施加了很大压力。
CET6,exhaust,ɪɡ'zɔːst,v./n.,使筋疲力尽；耗尽；废气,The long trip exhausted us.,长途旅行使我们筋疲力尽。
CET6,explicit,ɪk'splɪsɪt,adj.,明确的；直率的,The instructions are explicit.,说明很明确。
CET6,exploit,ɪk'splɔɪt,v.,利用；剥削；开发,We should exploit solar energy.,我们应开发利用太阳能。
CET6,expose,ɪk'spəʊz,v.,暴露；揭露；使接触,Don't expose the film to light.,不要让胶片见光。
CET6,extinct,ɪk'stɪŋkt,adj.,灭绝的；绝种的,Many species are in danger of becoming extinct.,许多物种面临灭绝。
CET6,extract,ɪk'strækt,v./n.,提取；摘录,The factory extracts oil from seeds.,工厂从种子中榨油。
CET6,facilitate,fə'sɪlɪteɪt,v.,促进；使便利,The new road facilitates trade.,新公路促进了贸易。
CET6,feasible,'fiːzəbl,adj.,可行的；行得通的,The plan is technically feasible.,该计划技术上可行。
CET6,fluctuate,'flʌktʃueɪt,v.,波动；起伏,Prices fluctuate with the season.,价格随季节波动。
CET6,forecast,'fɔːkɑːst,n./v.,预报；预测,The weather forecast says it will rain.,天气预报说会下雨。
CET6,formulate,'fɔːmjuleɪt,v.,制定；阐述；构想,The team formulated a new strategy.,团队制定了新战略。
CET6,foster,'fɒstə,v.,培养；促进；收养,Good habits foster success.,好习惯促进成功。
CET6,framework,'freɪmwɜːk,n.,框架；结构；体系,The report provides a framework for discussion.,报告为讨论提供了框架。
CET6,fundamental,ˌfʌndə'mentl,adj.,基本的；根本的,Freedom is a fundamental right.,自由是基本权利。
CET6,hazard,'hæzəd,n./v.,危险；危害,Smoking is a hazard to health.,吸烟危害健康。
CET6,highlight,'haɪlaɪt,v./n.,突出；强调；亮点,The report highlights the main problems.,报告突出了主要问题。
CET6,hypothesis,haɪ'pɒθəsɪs,n.,假说；假设,The experiment tested the hypothesis.,实验检验了该假说。
CET6,ideology,ˌaɪdi'ɒlədʒi,n.,意识形态；思想体系,The two parties hold different ideologies.,两党意识形态不同。
CET6,illuminate,ɪ'luːmɪneɪt,v.,照亮；阐明,The lamps illuminate the whole square.,灯光照亮整个广场。
CET6,immerse,ɪ'mɜːs,v.,沉浸；使沉浸于,She immersed herself in the novel.,她沉浸在小说中。
CET6,immune,ɪ'mjuːn,adj.,免疫的；不受影响的,Exercise strengthens the immune system.,锻炼增强免疫系统。
CET6,implement,'ɪmplɪment,v./n.,实施；执行；工具,The school implemented the new policy.,学校实施了新政策。
CET6,implication,ˌɪmplɪ'keɪʃn,n.,含义；暗示；影响,The discovery has wide implications.,这一发现意义深远。
CET6,impose,ɪm'pəʊz,v.,强加；征收,The government imposed a new tax.,政府征收了新税。
CET6,incentive,ɪn'sentɪv,n.,激励；刺激；奖励,Bonuses are a strong incentive for workers.,奖金对工人是强有力的激励。
CET6,incline,ɪn'klaɪn,v.,倾向于；倾斜,I incline to the view that he is right.,我倾向于认为他是对的。
CET6,indispensable,ˌɪndɪ'spensəbl,adj.,不可缺少的；必需的,Water is indispensable to life.,水是生命不可缺少的。
CET6,induce,ɪn'djuːs,v.,诱导；引起；劝使,The medicine may induce sleep.,这种药可能引起困倦。
CET6,inevitable,ɪn'evɪtəbl,adj.,不可避免的,Change is inevitable.,变化是不可避免的。
CET6,infer,ɪn'fɜː,v.,推断；推论,We can infer his mood from his face.,我们可以从他的表情推断他的心情。
CET6,inherent,ɪn'hɪərənt,adj.,固有的；内在的,Risk is inherent in the job.,这份工作固有风险。
CET6,initiate,ɪ'nɪʃieɪt,v.,开始；发起；使入门,The city initiated a recycling program.,该市启动了回收计划。
CET6,innovation,ˌɪnə'veɪʃn,n.,创新；革新,Innovation drives economic growth.,创新推动经济增长。
CET6,inspire,ɪn'spaɪə,v.,鼓舞；启发,His speech inspired the students.,他的演讲鼓舞了学生。
CET6,integrate,'ɪntɪɡreɪt,v.,整合；使结合,The app integrates many services.,这款应用整合了许多服务。
CET6,intact,ɪn'tækt,adj.,完整无缺的；未受损伤的,The ancient vase remains intact.,古花瓶完好无损。
CET6,integral,'ɪntɪɡrəl,adj.,不可或缺的；完整的,Trust is integral to friendship.,信任是友谊不可或缺的部分。
CET6,intense,ɪn'tens,adj.,强烈的；紧张的；剧烈的,The heat was intense in summer.,夏天酷热难耐。
CET6,intervene,ˌɪntə'viːn,v.,干预；介入；调停,The teacher intervened in the argument.,老师介入调解了争论。
CET6,intricate,'ɪntrɪkət,adj.,错综复杂的；精细的,The watch has an intricate design.,这块表设计精巧。
CET6,intuition,ˌɪntju'ɪʃn,n.,直觉；直觉力,Her intuition told her something was wrong.,直觉告诉她出问题了。
CET6,invaluable,ɪn'væljuəbl,adj.,极宝贵的；无价的,Her advice was invaluable to me.,她的建议对我极其宝贵。
CET6,justify,'dʒʌstɪfaɪ,v.,证明……正当；为……辩护,Nothing can justify such behavior.,任何理由都不能为这种行为开脱。
CET6,legislation,ˌledʒɪs'leɪʃn,n.,立法；法律；法规,New legislation protects consumer rights.,新法规保护消费者权益。
CET6,legitimate,lɪ'dʒɪtɪmət,adj.,合法的；正当的,He has a legitimate reason for being late.,他迟到有正当理由。
CET6,liable,'laɪəbl,adj.,可能受……影响的；负有责任的,"Without a ticket, you are liable to a fine.",没有票，你可能被罚款。
CET6,liberal,'lɪbərəl,adj.,开明的；自由的；慷慨的,She holds liberal views on education.,她对教育持开明观点。
CET6,literacy,'lɪtərəsi,n.,读写能力；文化水平,The program improves adult literacy.,该项目提高成人读写能力。
CET6,magnitude,'mæɡnɪtjuːd,n.,巨大；重要性；震级,They did not realize the magnitude of the problem.,他们没有意识到问题的严重性。
CET6,mandatory,'mændətəri,adj.,强制的；法定的,Vaccination is mandatory for the trip.,旅行必须接种疫苗。
CET6,manifest,'mænɪfest,adj./v.,明显的；显示；表明,The symptoms manifested themselves quickly.,症状很快显现出来。
CET6,manipulate,mə'nɪpjuleɪt,v.,操纵；控制；操作,The ad tries to manipulate consumers.,这则广告试图操纵消费者。
CET6,mediate,'miːdieɪt,v.,调解；斡旋,A counselor mediated between the two sides.,辅导员在双方之间调解。
CET6,migrate,maɪ'ɡreɪt,v.,迁移；移居；迁徙,Birds migrate south in winter.,鸟类冬天迁徙到南方。
CET6,minimum,'mɪnɪməm,n./adj.,最小值；最低的,The minimum age for the job is eighteen.,这份工作的最低年龄是十八岁。
CET6,modify,'mɒdɪfaɪ,v.,修改；调整；缓和,We modified the design to cut costs.,我们修改了设计以降低成本。
CET6,momentum,mə'mentəm,n.,势头；动量；冲力,The campaign is gaining momentum.,这场运动势头正盛。
CET6,monitor,'mɒnɪtə,v./n.,监测；监控；显示器,Doctors monitored the patient all night.,医生整夜监测病人情况。
CET6,monopoly,mə'nɒpəli,n.,垄断；专卖,The company holds a monopoly in the market.,这家公司垄断了市场。
CET6,notion,'nəʊʃn,n.,概念；观念；看法,He rejects the notion that money brings happiness.,他否定金钱带来幸福的观点。
CET6,obscure,əb'skjʊə,adj./v.,模糊的；晦涩的；使模糊,The origin of the custom is obscure.,这一习俗的起源不明。
CET6,obstacle,'ɒbstəkl,n.,障碍；妨碍,Fear is the biggest obstacle to progress.,恐惧是进步的最大障碍。
CET6,optimistic,ˌɒptɪ'mɪstɪk,adj.,乐观的,She remains optimistic about the future.,她对未来保持乐观。
CET6,orientation,ˌɔːriən'teɪʃn,n.,方向；定位；迎新活动,New students attended an orientation session.,新生参加了入学说明会。
CET6,overall,ˌəʊvər'ɔːl,adj./adv.,总体的；全面的；总体上,The overall quality is excellent.,总体质量非常好。
CET6,paradox,'pærədɒks,n.,悖论；自相矛盾的事,It is a paradox that more choice can mean less freedom.,更多选择可能意味着更少自由，这是个悖论。
CET6,participate,pɑː'tɪsɪpeɪt,v.,参加；参与,Students actively participate in class.,学生积极参与课堂。
CET6,perceive,pə'siːv,v.,感知；察觉；认为,We perceive the world through our senses.,我们通过感官感知世界。
CET6,persistent,pə'sɪstənt,adj.,坚持不懈的；持续的,Her persistent efforts finally paid off.,她坚持不懈的努力终于有了回报。
CET6,perspective,pə'spektɪv,n.,视角；观点；透视,Try to see the problem from another perspective.,试着从另一个角度看问题。
CET6,phenomenon,fə'nɒmɪnən,n.,现象,The phenomenon is common in big cities.,这种现象在大城市很常见。
CET6,plausible,'plɔːzəbl,adj.,貌似合理的；似乎可信的,His explanation sounds plausible.,他的解释听起来似乎合理。
CET6,pledge,pledʒ,v./n.,保证；誓言；承诺,They pledged to protect the forest.,他们承诺保护森林。
CET6,portion,'pɔːʃn,n.,部分；一份,A large portion of the budget went to education.,预算的很大一部分用于教育。
CET6,precede,prɪ'siːd,v.,先于；在……之前,A brief speech preceded the show.,演出前有一段简短致辞。
CET6,precise,prɪ'saɪs,adj.,精确的；准确的,Please give precise figures.,请给出准确数字。
CET6,predominant,prɪ'dɒmɪnənt,adj.,主要的；占主导地位的,English is the predominant language here.,英语在这里占主导地位。
CET6,preliminary,prɪ'lɪmɪnəri,adj.,初步的；预备的,The preliminary results are encouraging.,初步结果令人鼓舞。
CET6,presume,prɪ'zjuːm,v.,假定；推测,I presume you have heard the news.,我猜你已经听说这个消息了。
CET6,prevail,prɪ'veɪl,v.,盛行；占上风；获胜,Justice will prevail in the end.,正义终将获胜。
CET6,priority,praɪ'ɒrəti,n.,优先事项；优先权,Health should be your top priority.,健康应是你最优先考虑的事。
CET6,probe,prəʊb,v./n.,探查；调查；探针,Scientists probed the ocean depths.,科学家探查了海洋深处。
CET6,proclaim,prə'kleɪm,v.,宣告；声明,The country proclaimed its independence.,该国宣布独立。
CET6,proficiency,prə'fɪʃnsi,n.,熟练；精通,The test measures proficiency in English.,这项考试测试英语熟练程度。
CET6,profound,prə'faʊnd,adj.,深刻的；深远的,The book had a profound influence on me.,这本书对我影响深远。
CET6,prominent,'prɒmɪnənt,adj.,突出的；杰出的；显著的,She is a prominent scientist.,她是杰出的科学家。
CET6,prone,prəʊn,adj.,易于……的；倾向于,He is prone to making careless mistakes.,他容易犯粗心的错误。
CET6,proportion,prə'pɔːʃn,n.,比例；部分,A large proportion of students walk to school.,很大比例的学生步行上学。
CET6,prospect,'prɒspekt,n.,前景；可能性,The job offers good career prospects.,这份工作职业前景很好。
CET6,prosperity,prɒ'sperəti,n.,繁荣；兴旺,Peace brings prosperity to the nation.,和平给国家带来繁荣。
CET6,provoke,prə'vəʊk,v.,激怒；激起；引发,The decision provoked strong criticism.,这个决定引发了强烈批评。
CET6,quest,kwest,n.,追求；探索,He is on a quest for knowledge.,他在求知路上不断探索。
CET6,quote,kwəʊt,v./n.,引用；报价；引文,She quoted a line from the poem.,她引用了诗中的一行。
CET6,rational,'ræʃnəl,adj.,理性的；合理的,Try to make a rational decision.,试着做出理性决定。
CET6,rebel,rɪ'bel,v./n.,反抗；叛逆者,The workers rebelled against the cuts.,工人反抗削减。
CET6,reconcile,'rekənsaɪl,v.,调和；和解；使一致,It is hard to reconcile work and family.,很难兼顾工作与家庭。
CET6,reinforce,ˌriːɪn'fɔːs,v.,加强；强化,The bridge was reinforced with steel.,桥梁用钢材加固。
CET6,reliable,rɪ'laɪəbl,adj.,可靠的；可信赖的,He is a reliable friend.,他是可靠的朋友。
CET6,reluctant,rɪ'lʌktənt,adj.,不情愿的；勉强的,She was reluctant to leave home.,她不愿离开家。
CET6,render,'rendə,v.,使成为；提供；表达,The illness rendered him unable to work.,疾病使他无法工作。
CET6,repel,rɪ'pel,v.,击退；抵制；使厌恶,The army repelled the attack.,军队击退了进攻。
CET6,resent,rɪ'zent,v.,怨恨；愤恨,He resented being treated like a child.,他讨厌被当作孩子对待。
CET6,reserve,rɪ'zɜːv,v./n.,预订；保留；储备,Please reserve a table for two.,请预订一张两人桌。
CET6,resign,rɪ'zaɪn,v.,辞职；放弃,She resigned from the company.,她从公司辞职。
CET6,resolve,rɪ'zɒlv,v./n.,解决；决心,We must resolve the conflict peacefully.,我们必须和平解决冲突。
CET6,retain,rɪ'teɪn,v.,保留；保持；记住,The old building retains its charm.,老建筑保持着魅力。
CET6,reveal,rɪ'viːl,v.,揭示；透露；显露,The survey revealed surprising results.,调查揭示了令人惊讶的结果。
CET6,reverse,rɪ'vɜːs,v./n./adj.,颠倒；逆转；相反的,The decision was later reversed.,该决定后来被推翻。
CET6,revive,rɪ'vaɪv,v.,复兴；复苏；使苏醒,The old tradition was revived.,旧传统得到复兴。
CET6,rigid,'rɪdʒɪd,adj.,僵硬的；严格的；固执的,The rules are too rigid.,规则太死板。
CET6,robust,rəʊ'bʌst,adj.,强健的；稳健的；坚固的,The economy remains robust.,经济依然稳健。
CET6,routine,ruː'tiːn,n./adj.,常规；日常事务；例行的,Exercise should be part of your routine.,锻炼应成为日常安排的一部分。
CET6,sacrifice,'sækrɪfaɪs,v./n.,牺牲；献出,She sacrificed her weekends to study.,她牺牲周末来学习。
CET6,scrutiny,'skruːtəni,n.,仔细审查；监督,The plan came under public scrutiny.,该计划受到公众审查。
CET6,sector,'sektə,n.,部门；行业；部分,The technology sector is growing fast.,科技行业增长迅速。
CET6,severe,sɪ'vɪə,adj.,严重的；严厉的；剧烈的,The storm caused severe damage.,暴风雨造成严重破坏。
CET6,simulate,'sɪmjuleɪt,v.,模拟；仿真,The software simulates real traffic.,该软件模拟真实交通。
CET6,simultaneous,ˌsɪml'teɪniəs,adj.,同时的；同步的,The two events were simultaneous.,两个事件同时发生。
CET6,skeptical,'skeptɪkl,adj.,怀疑的；持怀疑态度的,Scientists remain skeptical of the claim.,科学家对该说法持怀疑态度。
CET6,solidarity,ˌsɒlɪ'dærəti,n.,团结；一致,The workers showed solidarity.,工人们表现出团结。
CET6,sophisticated,sə'fɪstɪkeɪtɪd,adj.,复杂的；精密的；老练的,The device uses sophisticated technology.,该设备使用精密技术。
CET6,spontaneous,spɒn'teɪniəs,adj.,自发的；自然的,The crowd burst into spontaneous applause.,人群自发鼓起掌来。
CET6,stability,stə'bɪləti,n.,稳定；稳定性,The region enjoys political stability.,该地区政局稳定。
CET6,stereotype,'steriətaɪp,n.,刻板印象；成见,The ad reinforces old stereotypes.,这则广告强化了旧刻板印象。
CET6,stimulate,'stɪmjuleɪt,v.,刺激；激励；促进,Reading stimulates the imagination.,阅读激发想象力。
CET6,strive,straɪv,v.,努力；奋斗；力争,We strive for excellence.,我们追求卓越。
CET6,subordinate,sə'bɔːdɪnət,adj./n.,从属的；下级,"In a team, everyone has subordinate tasks.",团队中每个人都有从属任务。
CET6,subsequent,'sʌbsɪkwənt,adj.,随后的；后来的,Subsequent events proved him right.,随后发生的事证明他是对的。
CET6,subsidy,'sʌbsədi,n.,补贴；补助金,Farmers receive subsidies from the state.,农民获得国家补贴。
CET6,substitute,'sʌbstɪtjuːt,n./v.,替代品；代替,Honey can substitute for sugar.,蜂蜜可以代替糖。
CET6,superficial,ˌsuːpə'fɪʃl,adj.,表面的；肤浅的,The book gives only a superficial account.,这本书只作了肤浅的叙述。
CET6,supplement,'sʌplɪment,n./v.,补充；增补；补充物,The article supplements the report.,这篇文章补充了报告。
CET6,suppress,sə'pres,v.,压制；抑制；镇压,She suppressed a smile.,她忍住没笑。
CET6,surrender,sə'rendə,v./n.,投降；放弃；交出,The enemy finally surrendered.,敌人终于投降。
CET6,sustain,sə'steɪn,v.,维持；支撑；遭受,The soil cannot sustain more crops.,这块土地无法再供养更多庄稼。
CET6,tempt,tempt,v.,诱惑；吸引,The cake tempted me to eat more.,蛋糕诱使我多吃。
CET6,tentative,'tentətɪv,adj.,试探性的；暂定的,We made a tentative plan for June.,我们为六月制定了暂定计划。
CET6,tolerate,'tɒləreɪt,v.,容忍；忍受；容许,The school does not tolerate cheating.,学校不容忍作弊。
CET6,transaction,træn'zækʃn,n.,交易；业务,The transaction was completed online.,交易在网上完成。
CET6,transcend,træn'send,v.,超越；超出,Music transcends language barriers.,音乐超越语言障碍。
CET6,transfer,træns'fɜː,v./n.,转移；调动；换乘,Please transfer the money to my account.,请把钱转到我的账户。
CET6,transform,træns'fɔːm,v.,使改变；改造；转换,Technology transformed our lives.,技术改变了我们的生活。
CET6,transmit,trænz'mɪt,v.,传送；传播；传导,The disease is transmitted by mosquitoes.,这种病由蚊子传播。
CET6,trigger,'trɪɡə,v./n.,引发；触发；扳机,The news triggered a wave of panic.,这消息引发一阵恐慌。
CET6,underestimate,ˌʌndər'estɪmeɪt,v.,低估；轻视,Don't underestimate the power of habit.,不要低估习惯的力量。
CET6,undergo,ˌʌndə'ɡəʊ,v.,经历；经受,The city is undergoing rapid change.,这座城市正在经历快速变化。
CET6,undermine,ˌʌndə'maɪn,v.,逐渐削弱；损害,Rumors undermined her confidence.,谣言削弱了她的信心。
CET6,undertake,ˌʌndə'teɪk,v.,承担；从事；承诺,She undertook the difficult task.,她承担了这项艰巨任务。
CET6,utilize,'juːtəlaɪz,v.,利用；使用,We should utilize every minute.,我们应利用好每一分钟。
CET6,valid,'vælɪd,adj.,有效的；合理的；有根据的,Your passport is valid for five years.,你的护照有效期为五年。
CET6,vanish,'vænɪʃ,v.,消失；突然不见,The ship vanished in the fog.,船在雾中消失。
CET6,venture,'ventʃə,n./v.,冒险；风险投资；敢于去,The joint venture succeeded.,合资企业成功了。
CET6,verify,'verɪfaɪ,v.,核实；证明,Please verify your email address.,请核实你的电子邮箱。
CET6,versatile,'vɜːsətaɪl,adj.,多才多艺的；多用途的,She is a versatile actor.,她是多才多艺的演员。
CET6,viable,'vaɪəbl,adj.,可行的；能存活的,The proposal is economically viable.,该提议在经济上可行。
CET6,vigorous,'vɪɡərəs,adj.,充满活力的；有力的；强健的,He took vigorous exercise every day.,他每天进行剧烈锻炼。
CET6,vulnerable,'vʌlnərəbl,adj.,脆弱的；易受伤害的,Children are vulnerable to online risks.,儿童容易受到网络风险伤害。
CET6,warrant,'wɒrənt,v./n.,使有必要；证明正当；授权令,The situation warrants immediate action.,情况需要立即行动。
CET6,withdraw,wɪð'drɔː,v.,撤回；取款；退出,She withdrew money from the bank.,她从银行取款。
CET6,yield,jiːld,v./n.,产生；屈服；产量,The research yielded useful results.,研究产生了有用的成果。
CET6,zeal,ziːl,n.,热情；热忱,She worked with great zeal.,她满怀热情地工作。
